CanalID,Nome_Canal,Plataforma,Data_Criacao,Data_Alteracao,Usuario_Criacao,Usuario_Alteracao
1026,Chatbot,Five9,"2024-05-19 00:00:00","2024-07-25 00:00:00","Quon Matos","Claire Macedo"
1027,E-mail,SproutSocial,"2023-05-27 00:00:00","2025-01-07 00:00:00","Uma Moraes","Prescott Castro"
1028,E-mail,Ticketing,"2021-05-04 00:00:00","2025-01-12 00:00:00","Shellie Nascimento","Clinton Ribeiro"
1029,SMS,Intercom,"2024-09-16 00:00:00","2025-03-24 00:00:00","Herman Carvalho","Olga Guimaraes"
1030,SMS,Intercom,"2024-03-16 00:00:00","2025-02-03 00:00:00","Jemima Vaz","Garrett Dantas"
1031,Chatbot,Intercom,"2023-03-07 00:00:00","2025-02-22 00:00:00","Cyrus Cruz","Thane de Lourdes"
1032,Telegram,SproutSocial,"2024-06-01 00:00:00","2024-01-31 00:00:00","Marsden Sántos","Christian Dantas"
1033,RedesSociais,LiveChat,"2024-04-30 00:00:00","2024-03-08 00:00:00","Edward Xavier","Bruce Silveira"
1034,Telegram,LiveChat,"2021-08-14 00:00:00","2024-02-17 00:00:00","Chester Teodoro","Ignatius Araujo"
1035,App,Drift,"2021-05-03 00:00:00","2024-04-11 00:00:00","Mira Mota","Riley Coelho"
1036,Chat,Intercom,"2021-07-30 00:00:00","2024-07-04 00:00:00","Naida Miranda","Sharon Silva"
1037,Telegram,LiveChat,"2021-09-20 00:00:00","2025-03-04 00:00:00","Naida Guedes","Fiona Coelho"
1038,SMS,Freshdesk,"2021-03-04 00:00:00","2025-06-24 00:00:00","Melyssa Moura","Iliana de Lourdes"
1039,Telefone,Zendesk,"2021-09-21 00:00:00","2023-12-22 00:00:00","Rebecca Bastos","Ainsley Bueno"
1040,Chatbot,LiveChat,"2024-06-24 00:00:00","2024-11-27 00:00:00","Ralph Barros","Yeo Sampaio"
1041,RedesSociais,Five9,"2021-08-22 00:00:00","2025-02-27 00:00:00","Reece Ferraz","Shana de Sousa"
1042,WhatsApp,HootSuite,"2023-04-30 00:00:00","2025-07-20 00:00:00","Evangeline de Lourdes","Mufutau de Moura"
1043,E-mail,Drift,"2024-03-19 00:00:00","2025-03-21 00:00:00","Todd Furtado","Florence Morais"
1044,Telefone,LiveChat,"2023-10-20 00:00:00","2025-07-20 00:00:00","Kenyon Franco","Troy de Abreu"
1045,SMS,LiveChat,"2024-03-11 00:00:00","2024-05-22 00:00:00","Elijah Pereira","Ezekiel Nunes"
1046,Telegram,SalesforeceServiceNow,"2023-09-27 00:00:00","2024-08-13 00:00:00","Gabriel Silveira","Calvin Candido"
1047,SMS,LiveChat,"2022-03-02 00:00:00","2023-11-28 00:00:00","Zorita da Rocha","Rowan Aguiar"
1048,RedesSociais,Freshdesk,"2022-06-17 00:00:00","2025-07-04 00:00:00","Gisela Bastos","Charles de Souza"
1049,RedesSociais,Intercom,"2021-07-05 00:00:00","2024-09-25 00:00:00","Troy Menezes","Anne Furtado"
1050,SMS,Freshdesk,"2021-11-16 00:00:00","2025-03-27 00:00:00","Holly Lemos","Irene Ferreira"
1051,Telefone,Intercom,"2024-06-28 00:00:00","2024-03-04 00:00:00","Rhona Coutinho","Justin Andrade"
1052,RedesSociais,SproutSocial,"2024-08-06 00:00:00","2023-11-11 00:00:00","Madeline de Lima","Lavinia Mendes"
1053,RedesSociais,Zendesk,"2024-05-14 00:00:00","2024-06-15 00:00:00","Jordan Lima","Benedict de Andrade"
1054,E-mail,Drift,"2023-04-14 00:00:00","2024-08-25 00:00:00","Oscar Rosa","Amir Leite"
1055,Chatbot,Intercom,"2023-06-30 00:00:00","2025-02-08 00:00:00","Yen Dutra","Martin Cabral"
1056,Chat,Five9,"2023-02-27 00:00:00","2025-05-31 00:00:00","Nora Castro","Sylvia Fernandes"
1057,WhatsApp,Five9,"2020-07-15 00:00:00","2024-05-06 00:00:00","Hayden Nonato","Mechelle Guimaraes"
1058,Chatbot,Intercom,"2021-06-28 00:00:00","2024-02-21 00:00:00","Hayes Carvalho","Brady Lopes"
1059,Telegram,Freshdesk,"2021-01-09 00:00:00","2024-07-06 00:00:00","Zenia Almeida","Aiko Machado"
1060,Chatbot,SalesforeceServiceNow,"2021-04-21 00:00:00","2023-12-26 00:00:00","Kelsie do Nascimento","Adele Queiroz"
1061,SMS,HootSuite,"2023-01-26 00:00:00","2024-01-09 00:00:00","Stella Leite","Anthony Henrique"
1062,RedesSociais,SalesforeceServiceNow,"2023-09-15 00:00:00","2025-05-20 00:00:00","Fritz de Jesus","Myles Araujo"
1063,Telefone,LiveChat,"2023-03-31 00:00:00","2023-11-07 00:00:00","Selma Sampaio","Kim Melo"
1064,Telefone,Intercom,"2024-03-27 00:00:00","2025-07-27 00:00:00","Francesca Moura","Audrey Melo"
1065,Telefone,SalesforeceServiceNow,"2023-11-18 00:00:00","2025-06-03 00:00:00","Hadley Dias","Nadine Correa"
1066,Telegram,SproutSocial,"2021-09-01 00:00:00","2025-06-06 00:00:00","Todd Pinheiro","Hamish de Campos"
1067,WhatsApp,Five9,"2021-04-29 00:00:00","2025-05-28 00:00:00","Oprah de Carvalho","Henry Furtado"
1068,Telegram,Drift,"2022-05-16 00:00:00","2024-11-12 00:00:00","Kelly Lima","Anika Santos"
1069,Chat,HootSuite,"2022-11-09 00:00:00","2024-04-09 00:00:00","Francesca Morais","Elliott Ribeiro"
1070,RedesSociais,Intercom,"2022-09-26 00:00:00","2024-08-01 00:00:00","Darius Felix","Cassandra Rezende"
1071,SMS,SalesforeceServiceNow,"2022-07-30 00:00:00","2024-06-02 00:00:00","Otto Felix","Slade Lemos"
1072,Telegram,Zendesk,"2023-07-20 00:00:00","2023-11-30 00:00:00","Madeline Mota","Barry Bispo"
1073,Telefone,Five9,"2023-03-22 00:00:00","2025-07-06 00:00:00","Thor Almeida","Cairo Bastos"
1074,WhatsApp,HootSuite,"2023-01-26 00:00:00","2025-03-17 00:00:00","Ivy Fernandes","Paki Das Gracas"
1075,Chatbot,LiveChat,"2021-07-20 00:00:00","2025-07-02 00:00:00","Caryn Domingos","Zeus Cordeiro"
1076,Telegram,Intercom,"2021-08-16 00:00:00","2025-09-19 00:00:00","Chaim de Moura","Chiquita Muniz"
1077,Telefone,SalesforeceServiceNow,"2022-06-19 00:00:00","2025-08-31 00:00:00","Madonna Messias","Cassidy Castro"
1078,Telefone,Freshdesk,"2022-11-18 00:00:00","2024-11-07 00:00:00","Jada Ribeiro","Jakeem de Carvalho"
1079,Chat,LiveChat,"2023-12-25 00:00:00","2024-09-02 00:00:00","Paki Neves","Martha Morais"
1080,Telegram,SproutSocial,"2020-03-26 00:00:00","2024-03-30 00:00:00","Carolyn Silva","Scarlett Vaz"
1081,RedesSociais,HootSuite,"2021-07-16 00:00:00","2025-05-07 00:00:00","Karly Gomes","Whilemina Carneiro"
1082,Telegram,Freshdesk,"2021-04-14 00:00:00","2023-12-05 00:00:00","Julian Pereira","Xyla do Carmo"
1083,SMS,Ticketing,"2020-10-28 00:00:00","2025-08-30 00:00:00","Kermit Sántos","Madaline Aparecido"
1084,Telegram,LiveChat,"2023-11-06 00:00:00","2023-10-29 00:00:00","Mariko Gomes","Jena Bento"
1085,App,Freshdesk,"2022-09-25 00:00:00","2024-05-13 00:00:00","Brennan Firmino","Kuame de Azevedo"
1086,Telefone,Zendesk,"2020-08-26 00:00:00","2024-10-08 00:00:00","Kareem da Conceiçao","Marah Paiva"
1087,Chatbot,SproutSocial,"2021-07-13 00:00:00","2023-10-10 00:00:00","Xanthus Menezes","Yvonne Costa"
1088,E-mail,Freshdesk,"2021-01-20 00:00:00","2023-10-07 00:00:00","Nolan de Paula","Hanna Pinheiro"
1089,Chatbot,Ticketing,"2023-10-29 00:00:00","2024-04-06 00:00:00","Robert Maciel","Jasper de Jesus"
1090,E-mail,SalesforeceServiceNow,"2023-10-16 00:00:00","2024-06-16 00:00:00","Lenore Barboza","Fatima Almeida"
1091,App,Freshdesk,"2021-02-07 00:00:00","2025-08-20 00:00:00","Leroy Camargo","Brady Martins"
1092,WhatsApp,Freshdesk,"2023-06-17 00:00:00","2023-09-30 00:00:00","Kimberly Cunha","Kenneth Farias"
1093,Chat,SalesforeceServiceNow,"2021-10-04 00:00:00","2025-08-26 00:00:00","Stacey Mendes","Tara de Castro"
1094,Telefone,Freshdesk,"2022-08-20 00:00:00","2025-08-18 00:00:00","Alisa Araujo","Christine de Oliveira"
1095,Chatbot,Drift,"2023-05-03 00:00:00","2024-07-27 00:00:00","Mariko Chagas","Nehru da Cunha"
1096,Chatbot,SalesforeceServiceNow,"2021-06-11 00:00:00","2023-12-29 00:00:00","Devin dos Santos","Adele Dantas"
1097,Telefone,LiveChat,"2020-07-19 00:00:00","2023-10-21 00:00:00","Reuben dos Reis","Daria Paulino"
1098,WhatsApp,Drift,"2022-09-16 00:00:00","2024-10-11 00:00:00","Renee Coelho","Regan de Moura"
1099,RedesSociais,Intercom,"2020-10-22 00:00:00","2023-11-14 00:00:00","Fitzgerald Batista","Walter Dutra"
1100,Chatbot,Zendesk,"2020-09-16 00:00:00","2025-01-07 00:00:00","Wyatt de Morais","Drake Batista"
1101,Chat,Five9,"2020-02-23 00:00:00","2025-04-14 00:00:00","Alan Braga","Lunea Martins"
1102,SMS,Zendesk,"2020-01-26 00:00:00","2024-11-28 00:00:00","Burke Queiroz","Barclay Felix"
1103,E-mail,LiveChat,"2020-12-18 00:00:00","2025-03-27 00:00:00","Jerome Cabral","Adam Cardoso"
1104,RedesSociais,Drift,"2023-06-03 00:00:00","2024-10-11 00:00:00","Stephen Costa","Kenyon Teles"
1105,Telefone,Zendesk,"2022-01-28 00:00:00","2024-09-20 00:00:00","Mona Braz","Clinton Garcia"
1106,E-mail,Five9,"2021-06-11 00:00:00","2024-07-03 00:00:00","Blake Nunes","Evelyn Vieira"
1107,Chat,Ticketing,"2021-06-23 00:00:00","2023-12-13 00:00:00","Chava Marinho","Kuame Miranda"
1108,SMS,Five9,"2023-10-24 00:00:00","2025-09-20 00:00:00","Ila Matos","Aquila Franco"
1109,Chatbot,Ticketing,"2022-06-01 00:00:00","2023-12-31 00:00:00","Quamar Teodoro","Azalia dos Reis"
1110,Telefone,Drift,"2020-06-13 00:00:00","2024-01-29 00:00:00","Jarrod Vaz","April Bento"
1111,SMS,SproutSocial,"2022-11-03 00:00:00","2024-11-02 00:00:00","Justina de Matos","Lev Marques"
1112,Telefone,Five9,"2022-10-04 00:00:00","2024-05-12 00:00:00","Rahim Custodio","Hayden Macedo"
1113,E-mail,HootSuite,"2020-05-08 00:00:00","2024-05-10 00:00:00","Victor Soares","Hashim Abreu"
1114,Telegram,SproutSocial,"2022-01-12 00:00:00","2024-01-29 00:00:00","Sharon Correa","Alan Evangelista"
1115,WhatsApp,Intercom,"2020-03-12 00:00:00","2024-01-03 00:00:00","Stephen Xavier","Brianna de Sousa"
1116,E-mail,SproutSocial,"2022-10-13 00:00:00","2025-06-24 00:00:00","Ainsley de Melo","Timothy de Fatima"
1117,Telefone,SproutSocial,"2021-08-25 00:00:00","2024-12-11 00:00:00","Hedwig Diniz","Alden Vieira"
1118,Telegram,Drift,"2020-09-16 00:00:00","2023-11-06 00:00:00","Iola Costa","Slade Lima"
1119,E-mail,HootSuite,"2022-02-21 00:00:00","2024-11-17 00:00:00","Kamal de Santana","Claudia Amorim"
1120,Telegram,Five9,"2023-07-14 00:00:00","2024-03-23 00:00:00","Bernard Xavier","Darryl Amaral"
1121,RedesSociais,Ticketing,"2022-07-02 00:00:00","2023-11-09 00:00:00","Molly Mota","Nicole Firmino"
1122,Chat,SalesforeceServiceNow,"2021-11-30 00:00:00","2024-06-08 00:00:00","Kiona da Rosa","Tate Costa"
1123,Chat,Five9,"2021-01-19 00:00:00","2025-07-07 00:00:00","Yasir Maciel","Gage Mendes"
1124,E-mail,Intercom,"2020-09-24 00:00:00","2024-11-13 00:00:00","Eleanor da Rosa","Colleen Carvalho"
1125,Chatbot,HootSuite,"2023-07-07 00:00:00","2025-05-19 00:00:00","Ray Pinto","Travis Sousa"
1126,WhatsApp,Zendesk,"2024-01-11 00:00:00","2023-11-21 00:00:00","Channing Viana","Camille Vasconcelos"
1127,Telegram,SalesforeceServiceNow,"2021-10-14 00:00:00","2023-10-06 00:00:00","Ann Correa","Jordan Menezes"
1128,Telefone,Zendesk,"2023-03-14 00:00:00","2025-07-25 00:00:00","Jena Barros","Kyle Feitosa"
1129,Telefone,Zendesk,"2023-08-21 00:00:00","2024-05-13 00:00:00","Steven de Paula","Zena Ribeiro"
1130,SMS,Intercom,"2020-02-25 00:00:00","2025-06-04 00:00:00","Nero da Rocha","Gil Leal"
1131,Chatbot,SproutSocial,"2021-04-08 00:00:00","2025-02-18 00:00:00","Nash Dutra","Wang Trindade"
1132,Chatbot,LiveChat,"2021-08-13 00:00:00","2025-03-24 00:00:00","Samantha Soares","Rigel Pereira"
1133,Telegram,SalesforeceServiceNow,"2023-02-19 00:00:00","2024-12-26 00:00:00","Liberty Guedes","Serena Ferreira"
1134,E-mail,Five9,"2022-09-28 00:00:00","2024-01-14 00:00:00","Skyler Feitosa","Ocean Dias"
1135,Chat,SalesforeceServiceNow,"2022-11-01 00:00:00","2024-08-19 00:00:00","Henry Galdino","Paki Torres"
1136,Chatbot,Zendesk,"2023-03-05 00:00:00","2024-12-12 00:00:00","Emerson Coelho","Chantale Miranda"
1137,Chatbot,Freshdesk,"2022-11-01 00:00:00","2025-03-02 00:00:00","Janna Abreu","Gil de Campos"
1138,E-mail,HootSuite,"2022-06-14 00:00:00","2024-08-20 00:00:00","Alec Torres","Edan de Lima"
1139,Chat,Zendesk,"2024-02-27 00:00:00","2024-09-24 00:00:00","Rhonda Fernandes","Merritt de Matos"
1140,SMS,SproutSocial,"2021-07-19 00:00:00","2025-04-27 00:00:00","Kameko Oliveira","Lillian de Morais"
1141,SMS,SproutSocial,"2022-05-02 00:00:00","2024-11-19 00:00:00","Harlan Vieira","Fletcher Freire"
1142,Chatbot,Five9,"2023-02-22 00:00:00","2023-11-14 00:00:00","Pamela Almeida","Reece Maia"
1143,RedesSociais,Drift,"2023-03-27 00:00:00","2023-11-24 00:00:00","Finn Borges","Rina Correa"
1144,SMS,Zendesk,"2020-04-02 00:00:00","2024-10-05 00:00:00","Ishmael Lemos","Colby Lima"
1145,WhatsApp,SalesforeceServiceNow,"2023-12-18 00:00:00","2024-10-03 00:00:00","Baxter Galdino","Brennan Bispo"
1146,App,SalesforeceServiceNow,"2024-06-01 00:00:00","2024-02-29 00:00:00","Kelsie Santana","Lacy Guedes"
1147,Chatbot,LiveChat,"2021-05-27 00:00:00","2025-06-07 00:00:00","Jerry Lima","Quamar Nonato"
1148,E-mail,Zendesk,"2023-10-08 00:00:00","2024-08-03 00:00:00","Jelani Nonato","Brynne Bastos"
1149,Chatbot,Drift,"2024-08-01 00:00:00","2025-05-02 00:00:00","Catherine da Rocha","Jordan Coelho"
1150,Chat,Drift,"2022-05-27 00:00:00","2025-01-28 00:00:00","Levi da Rosa","Stacey Queiroz"
1151,SMS,Zendesk,"2022-08-10 00:00:00","2025-07-28 00:00:00","Rinah Santos","Micah Silva"
1152,Telegram,Five9,"2021-01-28 00:00:00","2024-04-16 00:00:00","Jordan de Matos","Amal Dias"
1153,Telegram,LiveChat,"2021-04-13 00:00:00","2024-05-22 00:00:00","Glenna Trindade","Pandora Garcia"
1154,Telefone,Intercom,"2021-10-29 00:00:00","2024-10-06 00:00:00","Brandon Martins","Yetta Henrique"
1155,SMS,Drift,"2023-09-19 00:00:00","2025-03-16 00:00:00","Bruno Mota","Chastity Pacheco"
1156,Telegram,Intercom,"2022-08-13 00:00:00","2024-07-04 00:00:00","Ila Castro","Charles Mendonca"
1157,Chat,HootSuite,"2021-05-03 00:00:00","2025-03-16 00:00:00","Kyla Furtado","Chadwick Vaz"
1158,App,Zendesk,"2021-02-25 00:00:00","2025-08-30 00:00:00","Ursula de Santana","Seth Garcia"
1159,SMS,Five9,"2023-05-29 00:00:00","2024-05-06 00:00:00","Adrienne Chagas","Perry Cunha"
1160,Chatbot,Ticketing,"2021-06-25 00:00:00","2023-12-13 00:00:00","Francis de Santana","Abbot de Morais"
1161,E-mail,HootSuite,"2020-06-27 00:00:00","2024-02-04 00:00:00","Darrel da Cruz","Hayfa de Andrade"
1162,E-mail,SproutSocial,"2021-10-30 00:00:00","2025-07-28 00:00:00","Conan de Moura","Desirae Moreira"
1163,Chat,Five9,"2022-08-27 00:00:00","2025-02-19 00:00:00","Delilah Marques","Matthew Monteiro"
1164,RedesSociais,LiveChat,"2020-08-25 00:00:00","2024-05-28 00:00:00","Bianca de Jesus","Marah da Rosa"
1165,Telegram,Zendesk,"2024-09-03 00:00:00","2025-04-14 00:00:00","Lacota Fernandes","Peter Macedo"
1166,WhatsApp,SalesforeceServiceNow,"2022-10-24 00:00:00","2024-12-05 00:00:00","Finn Freire","Ariana Moura"
1167,E-mail,LiveChat,"2021-02-01 00:00:00","2024-12-14 00:00:00","Meredith dos Anjos","Alvin Rocha"
1168,Chat,Ticketing,"2022-09-19 00:00:00","2025-05-02 00:00:00","Oliver de Almeida","Nolan Lima"
1169,Telefone,Five9,"2020-06-21 00:00:00","2025-02-13 00:00:00","Vladimir Braga","Reese Lima"
1170,Chat,Intercom,"2021-01-23 00:00:00","2024-03-18 00:00:00","Joel da Rocha","Shannon Vaz"
1171,Chatbot,SalesforeceServiceNow,"2021-04-07 00:00:00","2023-12-15 00:00:00","Eleanor Teles","Elmo da Cunha"
1172,Chat,SalesforeceServiceNow,"2021-07-22 00:00:00","2025-05-25 00:00:00","Hermione Peixoto","Kato Mendes"
1173,WhatsApp,SalesforeceServiceNow,"2020-07-30 00:00:00","2023-12-12 00:00:00","Jacob Bezerra","Tallulah Mendes"
1174,Chatbot,Zendesk,"2022-07-19 00:00:00","2025-08-10 00:00:00","Levi Azevedo","Venus Queiroz"
1175,Telegram,Five9,"2021-04-27 00:00:00","2025-09-01 00:00:00","Isabelle Pires","Reagan Guedes"
1176,Chatbot,Intercom,"2024-03-10 00:00:00","2023-12-24 00:00:00","Murphy de Matos","Griffin Mendes"
1177,RedesSociais,Zendesk,"2021-05-06 00:00:00","2024-08-17 00:00:00","Gray Vasconcelos","Nash Moreira"
1178,Telefone,SalesforeceServiceNow,"2021-04-07 00:00:00","2024-12-27 00:00:00","Lucius Costa","Rhonda Aguiar"
1179,SMS,Zendesk,"2020-11-12 00:00:00","2024-06-02 00:00:00","Matthew do Carmo","Lane Cavalcante"
1180,Telefone,SalesforeceServiceNow,"2021-07-17 00:00:00","2025-07-23 00:00:00","Jada Mariano","James Monteiro"
1181,Telegram,SalesforeceServiceNow,"2024-04-29 00:00:00","2024-06-26 00:00:00","Whoopi Martins","Keith Ribeiro"
1182,E-mail,Ticketing,"2021-02-02 00:00:00","2024-11-04 00:00:00","Noel Dantas","Yasir Barros"
1183,Chatbot,Intercom,"2020-03-22 00:00:00","2023-10-01 00:00:00","Grace Lemos","Piper Gomes"
1184,E-mail,SalesforeceServiceNow,"2023-02-26 00:00:00","2025-03-04 00:00:00","Hilary Sousa","Oscar Brandao"
1185,WhatsApp,Drift,"2020-07-11 00:00:00","2025-05-23 00:00:00","Kiara Duarte","Xandra Machado"
1186,App,HootSuite,"2022-05-13 00:00:00","2024-12-11 00:00:00","Daphne Gonçalves","Moses Nogueira"
1187,RedesSociais,LiveChat,"2024-04-18 00:00:00","2024-06-22 00:00:00","Ali Alves","Carson Das Dores"
1188,Chatbot,SproutSocial,"2024-06-01 00:00:00","2024-06-30 00:00:00","Rebecca Mendes","Prescott Chaves"
1189,Telefone,Freshdesk,"2021-03-29 00:00:00","2025-01-12 00:00:00","Isabelle Pereira","Camille Costa"
1190,SMS,LiveChat,"2020-04-11 00:00:00","2024-01-20 00:00:00","Jerry Guedes","Amity Farias"
1191,Telegram,Five9,"2022-01-12 00:00:00","2024-08-01 00:00:00","Wang de Castro","Francis Sántos"
1192,Telefone,SproutSocial,"2021-12-14 00:00:00","2024-12-18 00:00:00","Jeremy de Oliveira","Brandon Maia"
1193,RedesSociais,LiveChat,"2020-09-23 00:00:00","2024-05-13 00:00:00","Sophia Almeida","Burton Mendonca"
1194,Telegram,SalesforeceServiceNow,"2023-05-25 00:00:00","2024-12-21 00:00:00","Donovan Nunes","Genevieve da Cunha"
1195,E-mail,SproutSocial,"2020-11-24 00:00:00","2024-07-31 00:00:00","Maite Aparecido","Ralph Vieira"
1196,Chat,Zendesk,"2020-05-31 00:00:00","2024-12-27 00:00:00","Brynne Carneiro","Madeline Machado"
1197,Chatbot,LiveChat,"2023-04-28 00:00:00","2025-05-22 00:00:00","Lawrence Carvalho","Tamara Das Gracas"
1198,RedesSociais,SalesforeceServiceNow,"2023-10-16 00:00:00","2023-12-29 00:00:00","Jena Ribeiro","Macey Trindade"
1199,Chat,Zendesk,"2023-11-19 00:00:00","2024-05-26 00:00:00","Austin Bispo","Sybill Caetano"
1200,Telegram,HootSuite,"2022-07-17 00:00:00","2025-08-21 00:00:00","Blaze Furtado","Imani Sales"
1201,Telefone,Five9,"2020-05-08 00:00:00","2024-05-12 00:00:00","Rahim Silva","Declan Dias"
1202,Chatbot,Intercom,"2024-06-05 00:00:00","2024-04-01 00:00:00","Lydia do Carmo","Priscilla de Castro"
1203,RedesSociais,Five9,"2021-11-13 00:00:00","2025-06-14 00:00:00","Uma Souza","Sara Viana"
1204,Chatbot,Five9,"2021-07-18 00:00:00","2025-08-15 00:00:00","Buckminster Sousa","Yoko Barreto"
1205,Chat,Intercom,"2022-12-06 00:00:00","2023-11-01 00:00:00","Rahim Monteiro","Teegan Farias"
1206,SMS,Intercom,"2020-12-10 00:00:00","2025-08-04 00:00:00","Haviva Sampaio","Jaime Custodio"
1207,E-mail,Five9,"2022-01-16 00:00:00","2025-04-04 00:00:00","Theodore Queiroz","Merritt de Almeida"
1208,Telegram,Intercom,"2021-10-06 00:00:00","2024-11-29 00:00:00","Malachi Camargo","Leslie Bastos"
1209,Telefone,Five9,"2021-02-25 00:00:00","2025-02-05 00:00:00","Quail Moura","Grace Paiva"
1210,SMS,Five9,"2020-12-07 00:00:00","2025-07-05 00:00:00","Amanda Neves","Dolan Aparecido"
1211,RedesSociais,SalesforeceServiceNow,"2020-06-27 00:00:00","2023-10-24 00:00:00","Tallulah de Andrade","Carolyn Fagundes"
1212,E-mail,HootSuite,"2022-03-26 00:00:00","2024-07-14 00:00:00","Macey Leite","Lyle de Abreu"
1213,RedesSociais,Intercom,"2022-03-20 00:00:00","2024-11-05 00:00:00","Bradley Domingues","Zelda Gomes"
1214,Chat,HootSuite,"2023-02-14 00:00:00","2025-08-08 00:00:00","Hadley Pacheco","Abra Cunha"
1215,E-mail,SalesforeceServiceNow,"2022-04-30 00:00:00","2024-02-15 00:00:00","Lyle Silva","Drew Barbosa"
1216,Chatbot,HootSuite,"2023-08-25 00:00:00","2024-07-08 00:00:00","Galvin Santos","Denton Gonçalves"
1217,Telefone,Intercom,"2021-01-09 00:00:00","2024-03-06 00:00:00","Cody Das Chagas","Cedric Bueno"
1218,RedesSociais,Intercom,"2020-01-30 00:00:00","2024-09-23 00:00:00","Nero Costa","Walter de Fatima"
1219,E-mail,SalesforeceServiceNow,"2020-06-07 00:00:00","2024-03-08 00:00:00","Maile Freitas","Blake Garcia"
1220,Telefone,Five9,"2022-08-15 00:00:00","2023-10-24 00:00:00","Connor Azevedo","Anne Rezende"
1221,E-mail,Zendesk,"2024-09-28 00:00:00","2025-02-23 00:00:00","Caleb Barboza","Christian Coutinho"
1222,E-mail,Intercom,"2023-05-16 00:00:00","2023-10-10 00:00:00","Roth Viana","Natalie Caetano"
1223,Chat,SproutSocial,"2020-04-12 00:00:00","2024-09-16 00:00:00","Mufutau Ferreira","Oscar Vasconcelos"
1224,E-mail,Drift,"2020-08-31 00:00:00","2024-11-01 00:00:00","Hashim Marinho","Wyatt Pereira"
1225,Chatbot,HootSuite,"2020-05-22 00:00:00","2024-09-07 00:00:00","Gil Cavalcante","Kibo Trindade"
1226,Chat,LiveChat,"2021-03-28 00:00:00","2024-01-07 00:00:00","Nathaniel Mendes","Lydia Rezende"
1227,Chat,Five9,"2023-09-05 00:00:00","2025-03-25 00:00:00","Kaitlin Barros","Erasmus de Oliveira"
1228,Telefone,LiveChat,"2024-07-07 00:00:00","2025-04-15 00:00:00","Amery da Rosa","Cecilia Morais"
1229,SMS,Drift,"2020-05-18 00:00:00","2024-09-20 00:00:00","Nero Cruz","Ulric Mendes"
1230,Chat,SalesforeceServiceNow,"2020-05-01 00:00:00","2024-09-24 00:00:00","Britanni Pereira","Stella Teixeira"
1231,Chat,Five9,"2022-03-01 00:00:00","2024-11-02 00:00:00","Rebecca Henrique","Sebastian Nunes"
1232,Telegram,Intercom,"2023-10-24 00:00:00","2024-09-03 00:00:00","Hector Das Neves","Harrison Maia"
1233,App,Freshdesk,"2022-08-17 00:00:00","2024-11-10 00:00:00","Garrison Domingues","Ruth Das Neves"
1234,App,Ticketing,"2023-12-15 00:00:00","2024-01-07 00:00:00","Vivian do Carmo","Kelsie Das Chagas"
1235,WhatsApp,Drift,"2022-04-07 00:00:00","2023-12-10 00:00:00","Jonah Barreto","Jermaine Dutra"
1236,SMS,Zendesk,"2024-09-27 00:00:00","2023-12-12 00:00:00","Harlan dos Anjos","Inga Amaral"
1237,Chat,HootSuite,"2021-06-14 00:00:00","2024-03-07 00:00:00","Brock Barboza","Hannah da Luz"
1238,App,SproutSocial,"2024-01-18 00:00:00","2024-12-11 00:00:00","Kenneth Morais","Kalia Correa"
1239,Chatbot,Ticketing,"2022-11-07 00:00:00","2023-10-27 00:00:00","Tasha Marinho","Noelle Mota"
1240,Telegram,Zendesk,"2021-04-20 00:00:00","2025-05-12 00:00:00","Cooper Guedes","Reese Gonzaga"
1241,App,HootSuite,"2022-07-19 00:00:00","2025-04-23 00:00:00","Stella Nogueira","Kathleen da Silveira"
1242,Chat,Intercom,"2023-05-29 00:00:00","2023-12-13 00:00:00","Lara Lemos","Keane de Lourdes"
1243,Telefone,Zendesk,"2021-06-04 00:00:00","2025-04-03 00:00:00","Cooper de Jesus","Matthew Domingos"
1244,SMS,Freshdesk,"2024-05-01 00:00:00","2024-03-10 00:00:00","Ursa de Fatima","Cally da Silveira"
1245,SMS,LiveChat,"2020-09-14 00:00:00","2023-12-16 00:00:00","Candace da Silveira","Sophia Mendonca"
1246,Chat,Freshdesk,"2022-04-28 00:00:00","2024-05-09 00:00:00","Isaiah Farias","Lee Farias"
1247,Chat,Intercom,"2023-05-27 00:00:00","2024-04-06 00:00:00","Noel Rocha","Abdul Amorim"
1248,Chatbot,LiveChat,"2021-02-05 00:00:00","2025-09-26 00:00:00","Barrett Gonçalves","Lars Silveira"
1249,Telefone,SproutSocial,"2021-09-21 00:00:00","2024-04-06 00:00:00","Preston de Sousa","April Paiva"
1250,Chatbot,Zendesk,"2024-09-05 00:00:00","2023-11-30 00:00:00","Benedict de Abreu","Drake dos Reis"
1251,Telegram,HootSuite,"2022-12-12 00:00:00","2024-05-21 00:00:00","Lance Brandao","Chiquita Oliveira"
1252,WhatsApp,Freshdesk,"2020-01-07 00:00:00","2024-10-10 00:00:00","Dolan Dias","Keely Peixoto"
1253,Telefone,Five9,"2022-10-31 00:00:00","2025-03-08 00:00:00","Shannon Maia","Riley Guedes"
1254,App,Intercom,"2022-10-22 00:00:00","2025-05-30 00:00:00","Jaden Moura","Jonah de Oliveira"
1255,Chatbot,HootSuite,"2021-03-05 00:00:00","2023-10-23 00:00:00","Berk Bezerra","Aphrodite Correa"
1256,E-mail,Five9,"2024-01-15 00:00:00","2025-09-18 00:00:00","Axel Vasconcelos","Jonas Teodoro"
